1,0.604221,0.606363,0.457395,0.078383,0.129726
2,0.671626,0.671506,0.598162,0.044517,0.066282
3,0.713931,0.714190,0.628238,0.049205,0.068921
4,0.790348,0.796639,0.703716,0.048756,0.061689
5,0.798063,0.799377,0.733945,0.039708,0.049755
6,0.836450,0.839040,0.774673,0.034971,0.041809
7,0.850498,0.848139,0.792340,0.033557,0.039455
8,0.899122,0.904342,0.837425,0.034328,0.038180
9,0.920132,0.920645,0.872895,0.025991,0.028247
10,0.927326,0.932021,0.888219,0.023140,0.024954
11,0.920112,0.923234,0.880230,0.019969,0.021703
12,0.895074,0.897354,0.854294,0.021002,0.023464
13,0.888285,0.889740,0.849087,0.022333,0.025142
14,0.896894,0.899622,0.861174,0.020045,0.022350
15,0.900573,0.903409,0.865997,0.019636,0.021804
16,0.902842,0.905305,0.866896,0.019285,0.021360
17,0.913448,0.915918,0.882142,0.017585,0.019251
18,0.901209,0.903846,0.871173,0.016941,0.018798
19,0.902848,0.905901,0.876398,0.015886,0.017595
