1,0.613835,0.624631,0.480784,0.074528,0.121414
2,0.511009,0.519506,0.364615,0.071894,0.140690
3,0.525417,0.524234,0.416487,0.061932,0.117872
4,0.486017,0.485788,0.373257,0.067189,0.138244
5,0.548230,0.547840,0.435361,0.068004,0.124043
6,0.661944,0.656778,0.567364,0.064216,0.097010
7,0.661151,0.661727,0.540110,0.068489,0.103590
8,0.735923,0.737092,0.640163,0.060364,0.082026
9,0.743687,0.750324,0.633534,0.061065,0.082111
10,0.766494,0.765262,0.670201,0.054388,0.070956
11,0.795955,0.798501,0.703574,0.053374,0.067056
12,0.803445,0.807782,0.720510,0.048158,0.059940
13,0.811360,0.817636,0.731041,0.046445,0.057243
14,0.825405,0.827086,0.758320,0.037470,0.045396
15,0.833833,0.835886,0.773978,0.034847,0.041791
16,0.842728,0.844558,0.783854,0.035076,0.041622
17,0.852705,0.856766,0.797539,0.032368,0.037959
18,0.857944,0.862678,0.806360,0.029825,0.034764
19,0.853116,0.856108,0.803278,0.029060,0.034063
20,0.853525,0.855444,0.808653,0.028438,0.033319
21,0.857766,0.863133,0.809619,0.024733,0.028834
22,0.855897,0.856195,0.819089,0.021367,0.024965
23,0.865742,0.865862,0.822688,0.022533,0.026028
24,0.862037,0.863141,0.826530,0.020143,0.023366
25,0.866060,0.867693,0.831125,0.021324,0.024622
26,0.860091,0.859320,0.824214,0.021529,0.025031
27,0.867349,0.868355,0.832764,0.020605,0.023756
28,0.867444,0.866936,0.835357,0.018894,0.021781
29,0.871582,0.870382,0.839171,0.017977,0.020625
30,0.866721,0.866886,0.835401,0.018580,0.021437
31,0.865505,0.865043,0.832379,0.019870,0.022958
32,0.867406,0.867219,0.839063,0.017945,0.020689
33,0.876553,0.874939,0.845149,0.020227,0.023076
34,0.871513,0.869413,0.846365,0.018514,0.021243
35,0.870785,0.869273,0.843782,0.016869,0.019372
36,0.874078,0.873678,0.846279,0.016846,0.019273
37,0.868785,0.866392,0.842677,0.018849,0.021696
38,0.870582,0.867955,0.839434,0.018100,0.020790
39,0.870624,0.869422,0.845234,0.017038,0.019570
40,0.876679,0.877661,0.847553,0.018900,0.021559
41,0.876887,0.876967,0.851685,0.016526,0.018846
42,0.874561,0.875295,0.846601,0.016596,0.018977
43,0.872192,0.874223,0.846305,0.016952,0.019436
44,0.870375,0.869240,0.843025,0.016023,0.018410
45,0.871776,0.870025,0.846283,0.017833,0.020456
46,0.869187,0.868195,0.844111,0.016064,0.018481
47,0.873335,0.873784,0.847644,0.016060,0.018390
48,0.881127,0.880031,0.854493,0.016909,0.019190
49,0.888410,0.888102,0.864927,0.017058,0.019201
50,0.881493,0.880199,0.856902,0.015818,0.017945
51,0.874724,0.874377,0.848932,0.015974,0.018262
52,0.873730,0.873360,0.846112,0.015536,0.017781
53,0.877687,0.879108,0.852205,0.015293,0.017424
54,0.871789,0.871935,0.846687,0.016118,0.018488
55,0.874104,0.874150,0.849540,0.015080,0.017252
56,0.875430,0.875736,0.850036,0.014969,0.017099
57,0.876254,0.875240,0.854399,0.014826,0.016920
58,0.879498,0.878595,0.857203,0.015599,0.017736
59,0.880730,0.880296,0.857264,0.014595,0.016572
60,0.887832,0.887933,0.866502,0.014222,0.016019
61,0.886884,0.886265,0.863374,0.015787,0.017800
62,0.890400,0.890701,0.867193,0.015075,0.016931
63,0.891365,0.892190,0.866643,0.015003,0.016831
64,0.890587,0.890888,0.869226,0.013505,0.015164
65,0.889696,0.889032,0.867107,0.015951,0.017929
66,0.891146,0.890764,0.863851,0.015228,0.017089
67,0.890809,0.890999,0.867385,0.015026,0.016868
68,0.893752,0.892953,0.871081,0.014070,0.015743
69,0.896629,0.895138,0.874791,0.014296,0.015944
70,0.892988,0.892264,0.872207,0.013602,0.015232
71,0.892341,0.890351,0.872576,0.013603,0.015244
72,0.886601,0.887151,0.864722,0.014024,0.015818
73,0.887149,0.887308,0.865679,0.014456,0.016294
74,0.886524,0.886084,0.861575,0.014305,0.016136
75,0.887546,0.884915,0.864413,0.014526,0.016366
76,0.889583,0.888540,0.869494,0.013086,0.014711
77,0.891781,0.890931,0.869149,0.014057,0.015763
78,0.892319,0.892184,0.867459,0.014473,0.016220
79,0.892690,0.892659,0.871182,0.013320,0.014922
80,0.896191,0.895783,0.874329,0.012904,0.014399
81,0.888780,0.888342,0.867877,0.013402,0.015079
82,0.892686,0.893406,0.868171,0.014331,0.016054
83,0.891836,0.891773,0.869953,0.013251,0.014858
84,0.889485,0.887844,0.868130,0.014954,0.016812
85,0.892867,0.893659,0.868122,0.013765,0.015417
86,0.892387,0.891760,0.871367,0.013232,0.014827
87,0.891551,0.891040,0.870529,0.012906,0.014476
88,0.894745,0.894346,0.871226,0.013746,0.015363
89,0.896458,0.895811,0.875507,0.013964,0.015577
90,0.899960,0.898667,0.873863,0.014730,0.016368
91,0.894919,0.893918,0.870609,0.015028,0.016793
92,0.897049,0.896731,0.876001,0.014494,0.016157
93,0.894133,0.893606,0.874149,0.014423,0.016131
94,0.895649,0.895550,0.872073,0.014536,0.016230
95,0.893917,0.894471,0.873356,0.013743,0.015374
96,0.893344,0.893658,0.870772,0.013165,0.014736
97,0.895392,0.896213,0.874288,0.013927,0.015554
98,0.895611,0.895298,0.869358,0.015074,0.016830
99,0.894537,0.894249,0.872296,0.014445,0.016148
100,0.897651,0.896802,0.876635,0.013492,0.015030
101,0.897368,0.896892,0.874280,0.013772,0.015347
102,0.900712,0.900251,0.879480,0.013974,0.015515
103,0.898922,0.898439,0.877912,0.012628,0.014048
104,0.900474,0.900229,0.878461,0.013951,0.015493
105,0.903635,0.904861,0.882280,0.012792,0.014156
106,0.904454,0.902571,0.882148,0.014501,0.016033
107,0.901990,0.900630,0.879827,0.013816,0.015317
108,0.904416,0.904008,0.883215,0.013132,0.014520
