1,0.427179,0.434548,0.297907,0.076789,0.179759
2,0.629469,0.638204,0.517619,0.067172,0.106712
3,0.670481,0.672872,0.570097,0.058227,0.086844
4,0.744692,0.749418,0.646450,0.055703,0.074801
5,0.826457,0.828858,0.748543,0.042010,0.050832
6,0.842754,0.843559,0.785410,0.033098,0.039274
7,0.851924,0.852927,0.802526,0.030011,0.035227
8,0.855692,0.859464,0.811206,0.023104,0.027000
9,0.864510,0.865937,0.821616,0.023202,0.026839
10,0.845265,0.847639,0.804854,0.021023,0.024871
11,0.852360,0.854598,0.816407,0.019642,0.023045
12,0.855876,0.858628,0.821832,0.019375,0.022638
13,0.869065,0.870019,0.834168,0.020236,0.023285
14,0.876201,0.876777,0.849483,0.016865,0.019247
15,0.880583,0.881292,0.851420,0.016053,0.018230
16,0.877474,0.878579,0.851941,0.015315,0.017454
17,0.882430,0.883926,0.856817,0.014123,0.016005
18,0.887711,0.889421,0.862802,0.013801,0.015546
19,0.895271,0.897151,0.872122,0.013451,0.015024
20,0.900963,0.902385,0.878352,0.011325,0.012569
21,0.903168,0.905115,0.881034,0.011499,0.012732
22,0.904725,0.905451,0.883708,0.010873,0.012018
23,0.907557,0.908923,0.886662,0.010977,0.012095
24,0.908548,0.909679,0.889360,0.010378,0.011422
