1,0.566434,0.550984,0.428964,0.078753,0.139033
2,0.675863,0.675890,0.570658,0.069645,0.103046
3,0.748663,0.749755,0.662590,0.051295,0.068516
4,0.831628,0.832213,0.752100,0.047701,0.057359
5,0.844768,0.848678,0.767156,0.042144,0.049888
6,0.849191,0.849976,0.795749,0.035944,0.042327
7,0.860178,0.861850,0.811842,0.030315,0.035243
8,0.862930,0.861592,0.819179,0.028561,0.033098
9,0.851731,0.857253,0.796875,0.030874,0.036249
10,0.863539,0.865335,0.816352,0.026201,0.030341
11,0.878771,0.880989,0.836928,0.025603,0.029135
12,0.881861,0.883941,0.839532,0.025044,0.028399
13,0.889468,0.889219,0.849621,0.022747,0.025574
14,0.896123,0.897208,0.851996,0.022392,0.024988
15,0.906347,0.907925,0.872183,0.019301,0.021296
16,0.901139,0.904163,0.866083,0.019416,0.021546
17,0.899858,0.901131,0.864748,0.019125,0.021253
18,0.900010,0.902461,0.866438,0.019419,0.021576
19,0.900570,0.902402,0.870485,0.017546,0.019484
20,0.906018,0.906955,0.874648,0.016779,0.018519
21,0.910888,0.912281,0.884299,0.016700,0.018334
22,0.917478,0.920190,0.890353,0.015470,0.016862
