index,Sp_tot,Sp_SDC,Perc_inv
1,NA,NA,0.780876
2,0.445417,0.933026,0.724000
3,0.722216,0.852547,0.711155
4,0.853044,0.957116,0.748000
5,0.909390,1.000000,0.752495
6,0.933862,0.960706,0.726547
7,0.953645,0.930629,0.746000
8,0.953019,0.967801,0.716000
9,0.974271,0.999999,0.774451
10,0.975133,0.941772,0.742000
